0,0,0,0,1,1,1,0,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1
2,1,0,0,1,1,1,1,1,1,0,0
3,1,0,0,1,1,1,1,1,1,0,0
4,0,0,1,1,0,1,1,1,1,1,1
5,0,0,0,0,1,1,1,1,1,1,1
6,1,0,0,0,1,1,1,0,1,0,0
7,1,1,1,1,0,1,1,0,1,1,0
8,1,0,0,1,1,1,1,1,1,0,0
9,0,0,0,1,0,1,1,0,1,1,1
10,1,0,0,1,1,1,1,1,1,1,1
11,1,0,0,1,1,1,1,1,1,1,0
12,0,0,0,1,1,1,1,0,1,0,0
13,0,0,0,1,1,1,1,1,1,0,1
14,1,1,0,1,1,1,0,1,1,1,1
15,1,0,0,1,1,1,1,1,1,1,0
16,1,0,0,1,1,1,1,1,1,0,1
17,1,0,0,1,1,0,1,0,1,0,0
18,1,0,0,1,1,1,1,0,1,1,1
19,1,0,0,0,0,0,1,0,1,1,0
20,1,0,0,0,1,1,1,0,1,1,1
21,1,0,0,1,1,1,1,1,1,1,1
22,1,0,1,0,0,0,1,0,1,0,0
23,0,0,0,1,1,1,1,0,1,0,0
24,1,0,0,0,0,0,1,1,1,0,0
25,1,0,0,0,1,1,1,0,1,1,1
26,1,1,0,1,1,1,1,1,1,1,1
27,0,0,0,1,1,1,1,1,1,1,0
28,0,0,0,1,0,0,1,0,1,1,1
29,1,0,0,0,1,1,1,0,1,1,0
30,1,0,0,0,0,1,1,1,1,1,0
31,1,0,0,0,1,1,1,1,1,0,0
32,1,0,0,1,1,1,1,0,1,0,0
33,1,0,0,0,1,1,1,1,1,1,0
34,1,0,0,1,1,1,1,0,1,1,0
35,1,0,0,1,1,1,1,1,1,1,0
36,1,0,0,1,0,0,1,0,1,1,0
37,0,0,1,0,1,1,1,0,1,0,0
38,0,0,0,0,1,1,1,0,1,1,0
39,1,1,0,0,0,0,1,1,1,0,0
40,0,1,1,1,1,1,1,0,0,0,0
41,1,0,0,1,0,0,0,0,1,0,0
42,0,0,1,1,1,1,1,0,1,1,1
43,1,1,0,1,1,1,1,0,0,0,0
44,0,1,1,0,1,1,1,0,1,1,0
45,1,0,0,1,1,1,1,1,1,1,0
46,0,0,0,0,1,1,1,1,1,0,0
47,1,0,0,1,1,1,1,1,1,0,0
48,0,0,0,0,1,1,0,0,1,0,0
49,1,0,0,1,1,1,1,1,1,1,0
50,1,1,0,0,0,0,1,1,1,1,0
51,0,0,1,0,1,1,1,0,1,0,0
52,1,0,0,1,1,1,1,0,1,0,0
53,1,0,0,1,1,1,1,1,1,0,0
54,1,0,0,0,1,1,0,0,1,0,0
55,1,0,0,0,1,1,1,0,1,0,0
56,0,0,0,1,1,1,1,0,1,1,0
57,0,1,1,1,1,1,1,1,1,0,0
58,1,1,1,1,0,1,1,0,1,1,1
59,1,0,0,1,1,1,1,0,1,0,0
60,1,1,1,1,1,1,0,0,1,0,0
61,1,0,0,0,0,0,1,0,1,1,1
62,1,0,0,0,1,1,1,1,1,1,1
63,0,0,0,1,1,1,1,0,1,1,1
64,1,0,0,1,1,1,1,0,1,0,0
65,0,0,1,1,1,0,1,0,1,0,0
66,0,0,1,1,1,1,0,0,0,0,0
67,1,1,1,0,1,1,1,1,1,1,1
68,0,1,1,0,1,1,1,0,1,0,0
69,1,1,0,1,1,1,1,1,1,1,1
70,0,0,0,1,1,1,0,1,1,1,0
71,1,1,0,1,1,1,0,0,1,0,0
72,1,1,0,1,1,1,1,1,1,0,0
73,1,0,0,1,1,1,1,0,1,0,0
74,1,0,0,0,0,0,0,0,0,0,0
75,1,0,1,0,1,1,1,1,1,0,0
76,0,1,1,0,1,1,1,0,1,0,0
77,1,0,0,1,1,1,1,0,1,0,0
78,1,1,0,1,1,1,1,0,1,1,1
79,1,0,0,0,1,1,0,0,1,1,0
80,1,0,0,0,1,1,1,0,1,0,0
81,1,0,0,1,1,1,1,0,1,0,0
82,1,0,0,0,0,0,1,0,0,1,0
83,1,0,1,0,1,1,1,1,1,1,1
84,0,1,1,0,0,0,1,0,0,0,0
85,1,1,1,0,1,1,1,1,1,1,0
86,1,1,1,1,1,1,0,0,1,0,0
87,1,0,0,0,0,0,1,0,1,1,1
88,0,1,1,0,1,1,1,1,1,0,0
89,1,0,1,1,1,1,1,1,1,1,1
90,1,1,1,1,1,1,1,0,1,0,0
91,0,0,0,1,1,1,0,0,1,1,1
92,0,1,1,0,0,0,1,0,1,1,1
93,1,0,0,1,1,0,1,0,1,0,0
94,0,1,1,1,1,1,0,0,1,1,0
95,1,1,0,0,0,1,0,1,1,1,1
96,0,0,1,1,1,1,1,0,1,0,0
97,0,1,1,0,1,1,0,0,0,1,0
98,1,1,0,0,1,1,1,1,1,0,0
99,1,1,0,0,1,1,0,0,0,0,0
100,1,0,0,0,1,1,1,0,1,0,0
101,1,1,0,0,1,1,1,1,1,1,0
102,0,1,1,1,1,1,1,0,1,0,0
103,1,0,0,1,1,1,1,0,0,0,0
104,1,0,0,1,1,1,1,1,1,0,0
105,1,1,0,1,1,1,1,0,1,1,0
106,1,0,0,1,1,1,1,1,1,1,1
107,1,0,0,1,1,1,0,0,0,0,1
108,0,1,1,0,0,1,1,1,1,1,0
109,0,1,1,0,1,1,1,0,1,1,0
110,1,0,0,0,0,0,1,0,1,0,0
111,1,1,1,1,1,1,0,0,0,0,0
112,0,1,0,0,1,1,1,0,1,0,0
113,1,0,0,0,0,0,1,0,1,0,0
114,1,1,0,1,1,1,0,0,0,1,0
115,1,0,0,1,1,1,0,0,0,0,0
116,1,0,0,1,1,1,1,0,1,0,0
117,1,1,1,0,1,1,0,0,0,1,1
118,1,1,0,1,1,1,0,1,1,0,0
119,1,0,0,1,1,1,1,1,1,0,0
120,0,1,1,1,1,1,1,0,1,1,0
121,1,0,0,0,1,1,1,1,1,0,0
122,1,1,0,0,0,1,1,1,1,1,0
123,1,1,1,1,1,1,1,1,1,0,0
124,0,1,1,1,1,1,1,1,1,0,0
125,0,0,1,1,1,1,1,0,1,0,0
126,1,1,1,1,1,1,1,0,1,0,0
127,1,1,1,1,1,1,1,0,1,0,0
128,0,1,1,1,0,1,1,1,1,1,1
129,0,0,0,1,1,1,1,0,1,0,1
130,1,0,0,1,0,0,1,0,1,0,0
131,0,1,1,0,1,1,1,1,1,0,0
132,0,0,1,1,1,1,1,0,1,0,0
133,1,1,0,1,1,1,1,1,1,0,0
134,1,0,0,1,1,1,1,1,1,1,0
135,0,1,0,0,1,1,1,1,1,1,0
136,0,1,1,1,1,1,1,1,1,0,0
137,1,0,0,0,0,0,1,0,0,0,0
138,1,0,0,1,1,1,1,0,1,0,0
139,1,0,0,1,1,1,1,0,0,1,1
140,1,0,0,1,1,1,1,1,1,1,0
141,1,0,0,1,1,1,0,0,1,1,1
142,0,0,1,1,1,1,0,0,1,0,0
143,0,1,1,1,1,1,1,0,1,0,0
144,1,0,0,1,1,1,1,1,1,0,0
145,0,1,1,1,1,1,1,0,1,0,0
146,0,0,0,0,1,1,0,0,1,1,0
147,1,0,0,1,1,1,1,0,1,1,0
148,1,0,0,0,0,0,1,1,1,0,0
149,1,0,0,0,0,0,1,0,1,1,1
150,1,0,0,1,1,1,0,0,1,0,0
151,1,0,1,0,1,1,1,0,0,0,0
152,1,0,0,0,1,1,1,0,1,1,0
153,1,0,0,0,0,0,1,0,1,0,0
154,1,0,0,0,0,0,1,0,1,0,0
